Title;Author;Details;Post_date;URL
Build an LLM-Powered Data Agent for Data Analysis;Fabio Chiusano;Build an LLM-Powered Data Agent for Data Analysis. This guide outlines the necessary agent types and their collaborative roles in creating a proficient LLM application for data analysis tasks. It includes a practical use case and corresponding code snippets, alongside optimization tips for AI developers involved in the design and implementation of LLM agent applications.;Feb 26, 2024;https://developer.nvidia.com/blog/build-an-llm-powered-data-agent-for-data-analysis/
Advanced Techniques for Research with ChatGPT;Fabio Chiusano;Advanced Techniques for Research with ChatGPT. This guide outlines strategies for leveraging ChatGPT in research, emphasizing that while ChatGPT can streamline research tasks, the quality of research still depends on the human researcher’s expertise and understanding.;Feb 26, 2024;https://machinelearningmastery.com/advanced-techniques-for-research-with-chatgpt/
How many news websites block AI crawlers?;Fabio Chiusano;How many news websites block AI crawlers?. U.S. news publishers are increasingly blocking AI crawlers from companies such as OpenAI and Google, with 80% of top U.S. sites restricting OpenAI’s access as of late 2023. The trend exhibits significant variation internationally, with only 20% of leading news sites in Mexico and Poland implementing similar blocks.;Feb 26, 2024;https://reutersinstitute.politics.ox.ac.uk/how-many-news-websites-block-ai-crawlers
My benchmark for large language models;Fabio Chiusano;My benchmark for large language models. This benchmark assesses the capabilities of large language models in real-world programming tasks, such as code translation between Python and C, understanding minified JavaScript, and generating SQL from English.;Feb 26, 2024;https://nicholas.carlini.com/writing/2024/my-benchmark-for-large-language-models.html
🤗 PEFT welcomes new merging methods;Fabio Chiusano;🤗 PEFT welcomes new merging methods. Model merging has quickly become a de-facto standard of pushing the performance limits of large language models. On the Open LLM Leaderboard, there are new merged models topping up the charts.;Feb 19, 2024;https://huggingface.co/blog/peft_merging
Machine Learning in Chemistry;Fabio Chiusano;Machine Learning in Chemistry. Machine learning and neural networks like CNNs and RNNs are significantly advancing chemical research by identifying patterns in complex data, aiding in drug development, toxicity prediction, and understanding structure-activity relationships.;Feb 19, 2024;https://medium.com/towards-artificial-intelligence/machine-learning-in-chemistry-87e6ff866026
Neural network training makes beautiful fractals;Fabio Chiusano;Neural network training makes beautiful fractals. Neural network training can inadvertently generate intricate fractals, reflecting the dynamic interplay of hyperparameter settings, particularly the learning rate. As the setting of the learning rate is fine-tuned to avoid divergence and ensure efficient training, the boundary between effective training and failure manifests as a fractal pattern.;Feb 19, 2024;https://sohl-dickstein.github.io/2024/02/12/fractal.html
Learning the importance of training data under concept drift;Fabio Chiusano;Learning the importance of training data under concept drift. Recent research proposes a relevance-based ranking system for training data, utilizing a helper model designed to address and adapt to slow concept drift in AI. This approach has the potential to enhance model performance over time, presenting a competitive solution for improved adaptability in continual learning.;Feb 19, 2024;https://blog.research.google/2024/02/learning-importance-of-training-data.html
GeoGPT+ Tutorial: Web-Ready Map Visuals From GIS Forest Fire Data;Fabio Chiusano;GeoGPT+ Tutorial: Web-Ready Map Visuals From GIS Forest Fire Data. GeoGPT+ is a geospatial GPT tool designed for real-time data integration and visual map generation from GIS datasets. Notably, it specializes in interpreting forest fire data from sources like the NASA Forest Fires CSV dataset, transforming raw data into meaningful visuals.;Feb 19, 2024;https://medium.com/towards-artificial-intelligence/geogpt-tutorial-web-ready-map-visuals-from-gis-forest-fire-data-f9ecb7e214dc
Thinking about High-Quality Human Data;Fabio Chiusano;Thinking about High-Quality Human Data. High-quality, detailed human annotations are crucial for creating effective deep learning models, ensuring AI accuracy through tasks such as content classification and language model alignment. Leveraging the “wisdom of the crowd” with appropriate filters can produce results comparable to expert quality, as proven by research in areas like machine translation.;Feb 12, 2024;https://lilianweng.github.io/posts/2024-02-05-human-data-quality/
NPHardEval Leaderboard: Unveiling the Reasoning Abilities of Large Language Models through Complexity Classes and Dynamic Updates;Fabio Chiusano;NPHardEval Leaderboard: Unveiling the Reasoning Abilities of Large Language Models through Complexity Classes and Dynamic Updates. The NPHardEval leaderboard offers a benchmark for evaluating the reasoning capabilities of LLMs on a set of 900 algorithmic problems, focusing on NP-Hard and less complex tasks. To maintain the assessment’s integrity and prevent model overfitting, it undergoes monthly updates with new challenges, which helps to reliably measure the progress in LLMs’ reasoning performance.;Feb 12, 2024;https://huggingface.co/blog/leaderboards-on-the-hub-nphardeval
SegMoE: Segmind Mixture of Diffusion Experts;Fabio Chiusano;SegMoE: Segmind Mixture of Diffusion Experts. SegMoE, embedded within the Hugging Face ecosystem, simplifies the development of bespoke Mixture- of-Experts Diffusion models influenced by Stable Diffusion, incorporating sparse MoE layers for specific token processing.;Feb 12, 2024;https://huggingface.co/blog/segmoe
AI Aesthetics;Fabio Chiusano;AI Aesthetics. AI is transforming the art landscape by facilitating the creation of visuals, music, and narratives, making it accessible to individuals regardless of their artistic skills — akin to how smartphones popularized photography. It has enabled the emergence of new genres and interactive art that turns consumers into collaborators, utilizing tools such as storytelling AI chatbots and dynamic installations like “Dream Machine.”;Feb 12, 2024;https://www.usv.com/writing/2024/02/ai-aesthetics/
Why I Switched From Google Search to Perplexity;Fabio Chiusano;Why I Switched From Google Search to Perplexity. The author discusses transitioning from Google to the AI-powered search engine Perplexity, highlighting its key features like delivering summarized, direct answers with source citations, and the unique ability to provide rewritten perspectives.;Feb 12, 2024;https://shellypalmer.com/2024/02/why-i-switched-from-google-search-to-perplexity/
